Air Quality Index (AQI),Carbon Dioxide (CO2) Emissions,Methane (CH4) Emissions,Nitrous Oxide (N2O) Emissions,Particulate Matter (PM2.5 and PM10),Ozone (O3) Concentration,Water Quality Index (WQI),Biodiversity Index,Deforestation Rate,Soil Erosion Rate,Waste Generation Rate,Recycling Rate,Energy Consumption,Renewable Energy Usage,Water Consumption,Land Use Change
54.25501376597495,49.16023858418365,53.19863237284152,62.24104716650633,52.608757606959216,55.18111944379455,41.0794343315395,47.32261979586516,26.072016847540315,50.76406213596513,50.95381029437523,44.56595304978548,39.10911411440475,46.59576924025882,39.7321161813876,63.28632002824229
35.54374224717122,42.89724625680276,57.80752954501701,54.35046710624062,47.52029357312839,24.438731224716655,36.830661929361455,41.005182753489855,46.69552976880584,38.05927314501954,56.32669843690565,49.29712629271543,46.6922695114132,57.369395083999855,45.125648076278125,54.14717832176974
56.17212934791945,62.800746641831736,56.09786467050852,47.938711963112084,62.67122722772283,39.22128742564347,43.052416246096776,47.49731073061432,53.70834763284503,69.93946499764257,50.81836783519113,68.15567944563156,49.517455635376194,43.356793837803274,35.70244570600669,40.40049835849944
59.65317174791076,45.32262654444842,56.82583332763079,39.18431021079531,48.897285253139756,38.76570439360565,46.93850975486497,45.45483800111945,52.32583266563819,37.08388582186572,42.25038297747555,44.69322515854316,45.72268062864016,64.54882054216114,54.11350979398975,60.587263904803265
39.23064458089097,60.07419079621971,45.13947148453065,54.20908484506022,43.27633561233799,57.99078461257757,32.02981007155456,39.75042344187621,55.124955514422375,49.31323401026454,51.48262601417961,43.573966154233524,37.72291160495108,30.615705505192587,55.45082411203251,49.31561386563705
46.16302863298842,38.425647680891146,52.921109491070425,41.90617753940376,59.1612418562672,37.56124535253892,55.08741088951965,29.949663040013668,49.92844784589636,51.041518867379715,61.44827028804427,52.30059251917626,46.99620132369042,42.79068834783835,37.422663478642534,36.2525868261156
52.21612969550664,59.207663053514224,44.758326359105354,56.0204996552418,40.62376071577629,40.90471646919414,55.53029114606845,51.83006697239861,40.16751714231772,46.84715996704669,50.72657298638441,52.61044005580324,53.595466360038756,38.60641266922084,54.65864184093483,48.66905282251852
61.1080684687043,47.02597846161018,44.8719748602663,59.72893935504104,64.20056790215924,47.86329665792769,38.32272910443747,54.21093035754835,43.25323050112034,57.83356836900845,41.29934498979167,46.29464636143841,46.75419112431113,52.55495039183385,57.234798864379286,44.63682347374093
50.22437732326481,47.829885158039595,42.803919317204205,47.56246840546281,43.809676959040324,78.83900510604238,62.14309955856062,56.390951124222674,67.40163285463748,48.98518150934127,65.96112505788355,32.95301033742403,53.476532583940084,67.47513276542496,44.15588175852534,41.17014858517262
49.063547205427795,50.955138876409684,57.9110966502128,55.680396864660324,70.54900288555878,62.6086631314114,54.65840976672108,51.13458308425527,56.371152071638,56.49331377036453,43.16403677880688,77.0389683892746,53.046038229207134,39.96484922510141,40.21466104562945,56.23466555119205
54.72697085957584,44.440311207832444,49.03594216239444,44.28856750152449,55.96591979806401,57.16353681264853,48.523688884568,41.78395193532906,67.84956538613194,34.51230677073948,55.03648923786439,51.05745264919575,40.34150943972617,69.27493677445568,34.96612407011892,59.1933896472928
58.29366529809765,46.907455373220415,63.06795437254662,64.84965144238637,54.3292085039903,56.97542405748919,42.62680268600256,60.10540170403604,53.029259549024395,58.384461649096124,64.01777719429477,53.8635457458286,56.798401976597205,55.027067417897754,41.79244375028596,39.06743019073255
44.94471067383667,62.90997227576189,57.03665312805916,68.13363481533762,59.99219715398997,45.77071900093434,53.02764245022081,45.16782973098198,50.55797292694798,45.47737992915546,50.26161250633085,40.30056865450406,49.43893102060403,49.322600336440374,32.00988314660589,39.39045265685771
51.68061993326816,49.58827215227722,50.77051610174899,43.58924480538043,67.60518865293346,60.725313756125175,26.317660015581,55.812986548781666,61.838960235233955,37.13261394701995,40.92282457168714,49.36931313786856,35.754911965286794,55.29047372304945,39.98329181844639,49.725558364779594
50.04649343274705,58.19608982879202,65.28387586900958,48.78136135716299,61.05107963669777,62.12281347182878,65.1661923282219,43.77904200341706,51.38815408417257,44.79811481049555,38.080396022665866,34.223344883703106,36.43496671534959,43.061298114981085,58.75832239276184,51.36581644173318
38.4228734813889,38.66283919050275,50.56160350177279,41.76478313227092,45.69333650382551,48.932366959174715,52.92382129029744,46.14851754902127,37.319684572342304,45.79705859219101,76.05299182742031,54.318186775326105,47.430865666989654,42.842742896456244,46.77173734223328,34.36917085228113
58.3197055590293,53.762096880306565,47.417690150394215,49.28939817217257,44.65400509129416,54.93406015706407,66.23496539138789,58.74453665293214,50.55884585310257,47.09752901405031,52.084241610276216,34.698261134186694,63.152058012067,46.599651607820086,59.99527919349058,40.799691241053026
65.981173524987,34.13229362205275,50.95200828813457,56.00237250125985,60.236305911982924,53.594665709666835,46.745114505208136,39.55022341217257,52.29311322068501,66.05113877305178,57.149546710948734,56.731693662558335,43.73377749709608,42.26801660909873,57.79781162424848,43.38738729822931
