Air Quality Index (AQI),Carbon Dioxide (CO2) Emissions,Methane (CH4) Emissions,Nitrous Oxide (N2O) Emissions,Particulate Matter (PM2.5 and PM10),Ozone (O3) Concentration,Water Quality Index (WQI),Biodiversity Index,Deforestation Rate,Soil Erosion Rate,Waste Generation Rate,Recycling Rate,Energy Consumption,Renewable Energy Usage,Water Consumption,Land Use Change
33.54071336852719,53.29403302440549,66.62536993602994,48.455716210396254,45.49849186993571,51.96962261993225,56.26049026093965,53.96334246730442,54.7988750334568,52.48476205360139,53.87178682763878,36.66337226560226,44.95931109973729,58.836950349388935,39.79697222182661,55.60527444312402
43.821670697817545,46.95914730094662,64.91113510935466,57.45066741076685,67.46911553491006,48.46836726599816,45.844784702915476,40.56174861837269,62.24118980756242,52.663806531184804,40.20032891260648,43.55611929145472,48.63960921255458,25.985929356160455,69.38161487454127,41.78925938084681
39.96917671337768,28.999010088628005,57.56774898216912,45.67235882570952,45.75042920290866,33.8494427570521,55.62939723625189,43.92747590096352,55.91725038813157,37.402433556585706,47.01327784612564,58.20850847175994,49.310756304658824,45.04536044613945,45.89725798247092,57.36980822813912
57.85332842366972,40.43724536751325,50.703739916469985,59.91480276734138,39.77022146759706,52.15812962389661,47.61320809646959,50.08300204240725,58.06066317239941,24.715733195524834,43.88198442404406,56.129631154601675,44.165373621607905,39.88845993909274,56.5944154228553,65.47460009013386
61.61522315945457,63.25037486618087,52.29772589554375,29.152378031951972,60.006191080429474,46.90613689490325,45.9594250003998,45.55422330711376,33.974122659591856,39.464185131488584,61.277060484562256,41.19027351472367,51.864550927197605,41.563257529049785,35.76270756019143,55.39764007430369
44.91252587440917,57.22834031881153,38.9801578129365,55.49516340631252,50.52438551653594,72.37329435266989,43.35766831191447,42.480589981435955,39.634331998103534,39.144467721998325,50.96978871650131,62.970620016542085,46.15876887243715,47.95847302851052,54.13895522409931,42.29058502948682
53.458512438318024,39.4283038448802,66.7510398433462,41.48756880636786,43.18814637877532,60.92139907949259,63.25233456035518,40.08933644241061,64.48896506093801,40.14278105723811,48.99907920849945,56.105528074386065,57.396701749764105,48.5082116538733,49.878703545491156,45.209564240219706
47.5563569659282,68.49090254565726,53.62574869926848,43.12629972197263,43.98514606957494,55.40131145451244,60.57416726397445,66.02235655050708,54.20122884374098,49.936057137639416,73.04761510675854,37.899333595871056,61.948767858378694,61.39233622854762,55.27406576876274,46.58736435691949
54.959025874122226,60.28217633097272,56.56736442426408,63.11228512924573,54.240761004987434,43.883540798959615,47.825779699538884,47.43073574102221,57.39746613553421,59.19601811763753,49.30970845835836,53.013821508090906,60.91372671467468,48.095660660593126,43.15419449382003,54.51565840617883
57.41631518444885,45.59427741212186,55.25792644016315,48.576302004195384,48.18978663376659,31.077057373700633,59.9409142372728,64.70873944958572,54.264790723731494,49.1022990851366,49.14593617228935,65.8112885367832,48.74522367894854,44.17421186219312,57.64979382611856,65.29651915505173
31.459219591356288,60.36532804940379,33.044554310811826,49.66197431671191,61.857125051033506,61.005800221256344,50.50762072681391,63.43275849713223,62.94273732727682,46.92669505007753,50.79263565481722,52.04472475387679,56.696610833762236,39.273337587183114,54.39034678695088,66.76136715767066
38.25668183743703,60.46274246453491,51.32472948184027,44.48031607140574,33.02635772996284,41.7139383470803,49.75402913299722,47.39067632276855,57.40172481828064,48.38503089287572,55.7603715207238,49.77108781764539,34.381518283179176,43.40390457269434,40.95418414810586,61.719909437408845
38.751383714542186,60.390507994486924,37.23417984214926,49.81862415560138,53.00988097069715,67.38892585485704,43.893209443357904,74.69102141674495,43.03119970830138,38.20724956243133,38.10265748256741,50.63456305297956,33.61749074199322,66.9343534494542,51.290992246290806,42.947440338644434
60.21024544041771,48.04853318381495,53.50448625414402,49.77851506010354,51.42513572266409,56.6910499794378,49.2239615469997,39.06000119044636,68.98025730124132,71.31112328720963,50.321911260680395,40.265260797744716,42.58513518139839,61.31761317186111,40.35327562012412,50.36030134951048
48.958757052612874,58.828597291365504,40.63104722943686,44.00647369145884,48.131161707911865,53.716551336478055,52.74408016894251,47.630188235085846,67.17605542860971,53.605181980433144,43.85131343212531,42.45067963139379,29.50991847792094,59.78424606535367,33.42625600613245,54.930159126484845
68.00714816444756,54.812468389959264,63.84595508131574,38.7706085597563,46.515579811667806,51.01358049481444,56.1862571639827,38.60139796477568,43.97574786276384,44.58027266650844,62.8875093515032,48.69144804115281,56.17580151919559,20.899102515129385,40.414491618445545,51.848677802861374
42.59263633052066,58.431768010314336,57.991895154139684,37.83414518095981,54.023746089656484,39.4690681225442,52.31967347899439,48.0033582200632,47.39570364946535,59.254730876461366,52.44472151693563,39.09835259751897,30.279403758761667,20.726026572777204,69.50382406745334,61.29112898726268
53.0899958567798,51.19405045151701,44.89046381521964,48.95547516450474,61.08432756011854,59.543891855366894,39.550199952185324,77.02093527033988,53.74606173902831,58.47844079137429,51.74299208505066,40.055348027554885,41.43352104808411,64.91406554614368,29.083150312710103,48.56267041430623
55.07376244388458,53.06263936117882,52.862448472396196,51.468441632896656,46.07056875651721,68.60323179875468,61.88948402538376,44.94352594337479,51.06204500390768,39.48385737354311,48.48306686630539,60.377774200423346,45.30181346228106,48.57270477777737,72.72240263278607,39.11229164321576
47.96121118236671,58.71663838985596,48.423744636303546,35.71778289891462,49.47417637211065,49.43253005524717,46.856937384078876,50.76794175007839,61.05306950548376,40.758875146926314,57.45912672593174,53.682780679546774,65.10191165080667,47.93724028598681,30.0801683929684,47.01747237429399
57.75018553241977,48.3303916995853,44.34029916314512,48.05881334920691,67.16234349941725,43.749206836162834,52.56406511340004,47.861219185145174,54.635960113052484,49.02235625564098,58.58331527846258,57.59996651204828,42.240852340208036,37.88353769400491,49.001700236234136,55.51520554091414
45.156267320664945,34.822250001270945,45.944444955605896,50.287828990003405,43.951352127266176,63.288530948877955,51.00196174711992,49.65804999287012,44.14292754017333,44.46749224643762,28.775289545397857,58.70460873313071,50.41660749912731,35.40332167100772,34.44306082902001,46.50078932171045
37.06384062457065,48.30456809375429,74.1474251617455,63.358606484746915,53.3832785741923,67.83989694545421,44.05195714715916,40.203170275176205,64.29215580353672,46.3079510762746,68.24821527757305,55.33198280912457,44.743372777733846,59.28415416186538,43.66617264477626,45.912026281147156
56.3183891471891,59.29369786996217,35.61110643345901,56.7550925431404,49.0731407372354,46.3808767604383,46.38230702282189,38.71076099708484,56.600543253575715,43.97794484153476,51.141267660652865,37.063552431173115,52.62136262982814,55.131625122037654,56.31013035746446,50.32494002332256
35.56576013496978,50.5777329464275,38.73553897965168,53.75886540238781,58.806728131536744,50.2962254465914,57.77990614619083,57.19285183874085,65.11513324725597,36.5868421125338,38.67415986974942,35.33504959108858,62.401934157208125,47.3821033398243,64.46462882309402,45.64278219969332
56.28163828020466,54.40535328363802,56.35331642039563,40.827373750880724,43.08544036029827,30.046703102162493,41.370086903801464,72.88621200297145,57.076137272870945,35.81707667847769,31.340948451753412,68.26662644830921,49.104893102026615,60.593779108610214,40.00419280913269,37.83445759272884
34.32314255091501,49.78642346986024,56.34128655083575,46.8472621067165,48.04692968802945,40.25407806626598,46.47402193010027,56.68355978004162,53.60413831764905,50.173361500248255,58.1392298119826,55.060663155291685,49.618707388520605,53.22992152025824,51.936912273814464,52.006524259682855
